iter	Logloss
237	0.3961996229
238	0.3960684149
239	0.3959749804
240	0.395638946
241	0.3954953234
242	0.3952695044
243	0.3951433785
244	0.3949761336
245	0.3946941243
246	0.394549043
247	0.3944126156
248	0.3942699534
249	0.3940384351
250	0.393918606
251	0.3936939789
252	0.3936109693
253	0.3934401027
254	0.3933461056
255	0.393282096
256	0.393065284
257	0.3928444773
258	0.3927114937
259	0.392575366
260	0.3924295987
261	0.3922854717
262	0.3922446487
263	0.3920689574
264	0.391960088
265	0.3918615286
266	0.3916824755
267	0.3915255142
268	0.3913273968
269	0.3911747397
270	0.3909666529
271	0.3907647346
272	0.3906355512
273	0.3905246195
274	0.3904527198
275	0.3902422337
276	0.3900918713
277	0.3899663915
278	0.3898057089
279	0.3896819345
280	0.389504339
281	0.3893429216
282	0.389037023
283	0.3888935692
284	0.3887707546
285	0.3886166862
286	0.3884485824
287	0.3883697578
288	0.3882092647
289	0.3881290667
290	0.3878698489
291	0.3877135363
292	0.3875908405
293	0.3874676215
294	0.3870941255
295	0.3869678288
296	0.3867304198
297	0.3864521053
298	0.3862540732
299	0.3861338862
300	0.3859485391
301	0.3857925463
302	0.3856608902
303	0.3855248634
304	0.3853282898
305	0.3851515671
306	0.3849282924
307	0.3847217008
308	0.3844216876
309	0.38415647
310	0.3839847632
311	0.3838488009
312	0.3837022101
313	0.3835364343
314	0.3833886543
315	0.3832066067
316	0.3830284551
317	0.3828803753
318	0.3826967096
319	0.3825077311
320	0.3823405783
321	0.382246769
322	0.3820222384
323	0.3818760334
324	0.3817761584
325	0.3816084261
326	0.381445105
327	0.3811408837
328	0.3809719141
329	0.3808034507
330	0.3806027251
331	0.3803955553
332	0.3801776996
333	0.3800339535
334	0.379877168
335	0.3797386996
336	0.3796174981
337	0.3793196503
338	0.3791812282
339	0.3790911217
340	0.3789115024
341	0.3788126451
342	0.3786122743
343	0.3784935345
344	0.3783460423
345	0.3782564275
346	0.3780929878
347	0.3778407959
348	0.3777081128
349	0.3776250264
350	0.3775230933
351	0.3774053596
352	0.3772715443
353	0.3771316639
354	0.3770103128
355	0.3768998983
356	0.3767830161
357	0.3766396717
358	0.3765402033
359	0.3764354281
360	0.3761815339
361	0.3759972903
362	0.3758607318
363	0.3757212454
364	0.3754766789
365	0.3752278067
366	0.375020145
367	0.3749198014
368	0.3748339581
369	0.3747075547
370	0.3745748041
371	0.3744420071
372	0.3743124167
373	0.3741209142
374	0.3739579053
375	0.3737874958
376	0.3735570561
377	0.3734555226
378	0.373274921
379	0.3731313081
380	0.3730410029
381	0.3729137965
382	0.3728206045
383	0.3727276051
384	0.3725842618
385	0.3724166596
386	0.3723269208
387	0.3721958772
388	0.3720892655
389	0.3717450243
390	0.3716218283
391	0.3714037169
392	0.3711903238
393	0.3710514013
394	0.3709090073
395	0.3707142641
396	0.3705368601
397	0.3704275139
398	0.3703236237
399	0.370182132
400	0.3700230517
401	0.3698836977
402	0.3697567762
403	0.3696567901
404	0.369489917
405	0.3693435135
406	0.3692133833
407	0.3691128971
408	0.3689700116
409	0.3688251783
410	0.3687174115
411	0.3685175268
412	0.3684069756
413	0.3681779255
414	0.3680167302
415	0.3678730291
416	0.3675779187
417	0.3674518835
418	0.3672779067
419	0.3671887785
420	0.3669702092
421	0.3667486272
422	0.3665918557
423	0.3664862116
424	0.3663870107
425	0.3662598909
426	0.3660630381
427	0.3658714641
428	0.3657551419
429	0.3656482921
430	0.3655573543
431	0.3654690086
432	0.3652663446
433	0.3651263613
434	0.3649761162
435	0.3648684382
436	0.3646935517
437	0.3645062265
438	0.3643850562
439	0.3642770737
440	0.3641298469
441	0.3640339692
442	0.3639162781
443	0.3637332074
444	0.3635986531
445	0.3634854851
446	0.3633177444
447	0.3632286233
448	0.3631083351
449	0.3628777377
450	0.3627963981
451	0.3626607012
452	0.3625646151
453	0.3623775789
454	0.362209419
455	0.3620300071
456	0.361919437
457	0.3617898943
458	0.3616028268
459	0.3614679429
460	0.3613851789
461	0.3612666118
462	0.3611641141
463	0.3610763204
464	0.3609767519
465	0.3607494482
466	0.3605794093
467	0.3604642881
468	0.3603816978
469	0.360221272
470	0.3600682799
471	0.3599551199
472	0.3598019509
473	0.3596708336
474	0.3595118534
475	0.3593398182
476	0.3592221365
477	0.3590844097
478	0.3589788356
479	0.3588956638
480	0.3586782961
481	0.3585504675
482	0.3584017109
483	0.3582667201
484	0.3581208471
485	0.3580025138
486	0.357843724
487	0.3576708329
488	0.3575436577
489	0.3574425243
490	0.3573048313
491	0.3571440559
492	0.3570123393
493	0.356891963
494	0.3567583807
495	0.3566816783
496	0.3565226258
497	0.3563746062
498	0.356275076
499	0.3561933898
500	0.3560576957
501	0.3559802591
502	0.3558374369
503	0.3557148976
504	0.355626935
505	0.3554494011
506	0.3553327664
507	0.3552191853
508	0.3551326283
509	0.3549279767
510	0.354819549
511	0.3546724288
512	0.3545762503
513	0.3544262085
514	0.3542181796
515	0.3541118182
516	0.353990863
517	0.3537979769
518	0.3535661909
519	0.3534425027
520	0.353231524
521	0.3531332109
522	0.3529699503
523	0.3528544704
524	0.3527553333
525	0.3526844101
526	0.3525318886
527	0.3523906162
528	0.3522369994
529	0.352105419
530	0.3520421279
531	0.3518845422
532	0.3516977511
533	0.3514961432
534	0.351387532
535	0.3512172017
536	0.3510403321
537	0.3508697183
538	0.3507903995
539	0.3506566899
540	0.3504650323
541	0.3502753303
542	0.3500331843
543	0.3499169462
544	0.3498148725
545	0.3497191285
546	0.3495703395
547	0.3494663353
548	0.3493630278
549	0.3492368619
550	0.3491244887
551	0.3490357341
552	0.34891183
553	0.3487954076
554	0.3485819053
555	0.3484839862
556	0.3483699609
557	0.3482209756
558	0.3480740485
559	0.3478703746
560	0.3477418693
561	0.3474721739
562	0.3473461138
563	0.3472766361
564	0.3471402388
565	0.3469943163
566	0.3468527105
567	0.3467283074
568	0.346619618
569	0.3464922898
570	0.3464056865
571	0.3463324739
572	0.3462154093
573	0.3460614519
574	0.3459662533
575	0.3457622702
576	0.3456137132
577	0.3455199599
578	0.3454272098
579	0.3452765441
580	0.3451751176
581	0.3450251533
582	0.3449480135
583	0.3448480163
584	0.3447333352
585	0.3446467427
586	0.3445206691
587	0.3443722002
588	0.34423886
589	0.344134531
590	0.3440109849
591	0.343899161
592	0.3438368091
593	0.3437597301
594	0.3435742085
595	0.343417475
596	0.3431921844
597	0.3429535936
598	0.3428284694
599	0.3426992047
600	0.3425592382
601	0.3423569314
602	0.3421990618
603	0.3420227058
604	0.3418679522
605	0.3417397016
606	0.3415641681
607	0.3414619848
608	0.3413696494
609	0.3412604918
610	0.3410957195
611	0.3410041284
612	0.3408938088
613	0.3407320041
614	0.3406385506
615	0.3405516913
616	0.3403432055
617	0.3401454068
618	0.3400129625
619	0.3398956876
620	0.3397577217
621	0.3396075487
622	0.3394518858
623	0.3392858124
624	0.3391656193
625	0.3390564028
626	0.3389517445
627	0.3388971276
628	0.3388099477
629	0.3387195791
630	0.3385611356
631	0.3384199786
632	0.3383057736
633	0.3382251656
634	0.3381226067
635	0.3379332722
636	0.3378504036
637	0.3376824324
638	0.3375539415
639	0.3374766595
640	0.3373230941
641	0.3371691458
642	0.3370342022
643	0.3368652871
644	0.3367370865
645	0.3365995593
646	0.3365160712
647	0.3364127481
648	0.3363265615
649	0.3361934321
650	0.3359767451
651	0.3358399248
652	0.3357301048
653	0.3356632289
654	0.335587545
655	0.3354639473
656	0.3353755375
657	0.3351323797
658	0.3349513908
659	0.3348639619
660	0.3347700877
661	0.3346857339
662	0.3345799974
663	0.3344816645
664	0.3343572645
665	0.3342819788
666	0.3342023117
667	0.3341170803
668	0.3339909512
669	0.3338244057
670	0.3336960869
671	0.3335951095
672	0.333485462
673	0.3334108173
674	0.3331342086
675	0.3330163252
676	0.3328977031
677	0.3327181245
678	0.3325896661
679	0.3325172072
680	0.3323730868
681	0.3322884314
682	0.3321524022
683	0.3320767661
684	0.3319676398
685	0.3318881666
686	0.3318473195
687	0.3317138671
688	0.3316222137
689	0.3315205771
690	0.3313817987
691	0.3312305485
692	0.3311247287
693	0.3310456999
694	0.3309504323
695	0.3308282119
696	0.3307503326
697	0.3306407584
698	0.3304264621
699	0.3303141199
700	0.3301958189
701	0.3301203051
702	0.3300424042
703	0.3299235844
704	0.3297940625
705	0.3296775138
706	0.3295773087
707	0.3295023444
708	0.3293235814
709	0.3292509855
710	0.3291706046
711	0.3290942044
712	0.3289935253
713	0.3289021779
714	0.3288130552
715	0.3287065104
716	0.3286126626
717	0.3283982083
718	0.3283303512
719	0.3282469794
720	0.3280978737
721	0.3280117419
722	0.3278550579
723	0.3277134903
724	0.3276076612
725	0.3274849948
726	0.3274190324
727	0.3272519766
728	0.3270967643
729	0.3269733057
730	0.3267769319
731	0.3266875611
732	0.3265488157
733	0.3264845266
734	0.3263827465
735	0.3262417558
736	0.3261840775
737	0.3261161042
738	0.3258454731
739	0.3257259809
740	0.3256435909
741	0.3255460404
742	0.3254988226
743	0.3254125377
744	0.3253392651
745	0.3252388826
746	0.32514563
747	0.3250637369
748	0.3248942419
749	0.3248233434
750	0.3246841737
751	0.3245494818
752	0.3244765656
753	0.3244264657
754	0.324346018
755	0.3242045867
756	0.3241046435
757	0.324011455
758	0.323865926
759	0.3237662304
760	0.3236295783
761	0.3234946165
762	0.3233852154
763	0.32329205
764	0.3231109552
765	0.3229679166
766	0.32283457
767	0.3226052236
768	0.3224877782
769	0.3222859214
770	0.3222160987
771	0.3221117218
772	0.3220406798
773	0.3220073562
774	0.3218917383
775	0.321825548
776	0.3217567918
777	0.3216672873
778	0.3215634451
779	0.3214079449
780	0.3213115082
781	0.3211549595
782	0.3210581606
783	0.3209800377
784	0.320892029
785	0.3208076996
786	0.3206038602
787	0.3204970978
788	0.3202448726
789	0.3201461606
790	0.3200554431
791	0.3199770321
792	0.3198522628
793	0.3197055292
794	0.3196446454
795	0.3195717993
796	0.3195205502
797	0.3194507148
798	0.3193603085
799	0.3192134418
800	0.3190844
801	0.3189900887
802	0.3189025354
803	0.3187262861
804	0.3186479161
805	0.3184600228
806	0.3183426114
807	0.3182692241
808	0.3180864939
809	0.3178204874
810	0.3177271887
811	0.3176417659
812	0.3174733962
813	0.3173865503
814	0.3172031475
815	0.3171110136
816	0.3169978294
817	0.3169251582
818	0.3168317907
819	0.3167071246
820	0.3165387874
821	0.316453905
822	0.3162955778
823	0.3161986445
824	0.3161149044
825	0.3160025906
826	0.3158426382
827	0.3156984049
828	0.3156326015
829	0.3155767396
830	0.3155094336
831	0.3154344098
832	0.3153522444
833	0.315260022
834	0.3151285884
835	0.3149616258
836	0.314874664
837	0.3148026388
838	0.3147376566
839	0.314607339
840	0.3145507133
841	0.3144306621
842	0.3143220391
843	0.3142241601
844	0.3141537333
845	0.314010308
846	0.3139095331
847	0.3138633941
848	0.3137717366
849	0.3137089778
850	0.3134903476
851	0.3133965303
852	0.3132739815
853	0.3131795507
854	0.3131073262
855	0.312993186
856	0.3128545528
857	0.31273527
858	0.3125674188
859	0.3124568459
860	0.3122689551
861	0.3121736854
862	0.3120805174
863	0.3119722873
864	0.3119092991
865	0.3116795381
866	0.3115560264
867	0.3114812624
868	0.3113636862
869	0.3112755375
870	0.3112125294
871	0.3111001043
872	0.3109626758
873	0.3108608988
874	0.3107413596
875	0.3106148628
876	0.310495782
877	0.3103886089
878	0.3102249871
879	0.3101635083
880	0.310082701
881	0.3099881261
882	0.3098690996
883	0.3097813811
884	0.3097032388
885	0.3095285141
886	0.3094232815
887	0.30931135
888	0.309222021
889	0.3091274313
890	0.3090450134
891	0.3089536051
892	0.3088577409
893	0.3087239921
894	0.3086148901
895	0.308546342
896	0.3083626583
897	0.3082852572
898	0.3081700725
899	0.3081094364
900	0.3080071217
901	0.3079691111
902	0.3078699712
903	0.3078083998
904	0.3077392654
905	0.307696679
906	0.3076041568
907	0.3075402373
908	0.3074140174
909	0.3072735952
910	0.30723332
911	0.3071549953
912	0.30706863
913	0.3069367178
914	0.3068174983
915	0.3067373516
916	0.3066288161
917	0.3065045087
918	0.306357687
919	0.30627715
920	0.3061420571
921	0.3060784988
922	0.3059691623
923	0.3058284153
924	0.3057314605
925	0.3056327486
926	0.3055902624
927	0.3054903598
928	0.3053897111
929	0.3053040486
930	0.3052061961
931	0.30515256
932	0.3050483018
933	0.3049453559
934	0.3048421614
935	0.304744419
936	0.3046159708
937	0.3044919799
938	0.304398519
939	0.3043383915
940	0.3042714686
941	0.3041530645
942	0.3040505217
943	0.3039473233
944	0.3038762645
945	0.3038160343
946	0.3037321226
947	0.3036465584
948	0.3036035779
949	0.3035177417
950	0.3034712269
951	0.3033521366
952	0.30331755
953	0.3032555134
954	0.303121922
955	0.3030449523
956	0.3029811214
957	0.3028630138
958	0.302787929
959	0.3026338369
960	0.3024843999
961	0.3024180311
962	0.3023891261
963	0.3023238062
964	0.3022270293
965	0.3021410275
966	0.3020484732
967	0.3019985855
968	0.301909676
969	0.3017851148
970	0.301728852
971	0.3016384356
972	0.3015206374
973	0.3013720439
974	0.3012986141
975	0.3011401196
976	0.3010426732
977	0.3009840454
978	0.3008885701
979	0.3008007898
980	0.3006729542
981	0.3005553468
982	0.3004365667
983	0.3003688867
984	0.3002615227
985	0.3002047268
986	0.3001336854
987	0.299947356
988	0.2998714531
989	0.2997895672
990	0.2997091161
991	0.2996054677
992	0.299509085
993	0.2994488171
994	0.2993498497
995	0.299240502
996	0.2991586607
997	0.2990903171
998	0.299012395
999	0.2988754653
